,generation,best_fitness,min_fitness,average_fitness,std_fitness,test_fitness,experiment_id,repetition,config,count_better,count_worse
5968,68,0.1304484460167822,4.09297286671355e-05,0.07555045326679166,0.05556284533483285,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5969,69,0.1304484460167822,1.356957979045803e-05,0.06958482043384265,0.05405988592903574,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5970,70,0.1304484460167822,0.0015573293801921676,0.07283627915864879,0.0476881529717839,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5971,71,0.1304484460167822,0.00031796836904549107,0.062418086943433475,0.043055071456701066,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5972,72,0.1304484460167822,1.356957979045803e-05,0.06586493537747856,0.04847523011648413,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5973,73,0.1304484460167822,6.232449021384381e-16,0.06408525710011624,0.05042460494683759,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5974,74,0.1304484460167822,0.00018744445845371883,0.0687010347583875,0.049823615975342066,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5975,75,0.1304484460167822,0.0015573293801921676,0.07185181399933364,0.04391017853393846,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5976,76,0.1304484460167822,0.0003753493090296997,0.0593516613147197,0.050035083656665987,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5977,77,0.1304484460167822,3.143036271245386e-06,0.05241314591574085,0.03877391653367486,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5978,78,0.1304484460167822,1.356957979045803e-05,0.06473687793163714,0.04848011162661394,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5979,79,0.1304484460167822,1.356957979045803e-05,0.05566258278419519,0.043504051327159676,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5980,80,0.1304484460167822,0.0005874204597814142,0.062236072873198975,0.04557402155018143,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5981,81,0.1304484460167822,0.006381193617308307,0.08684343223166853,0.043650786075203826,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5982,82,0.1304484460167822,6.232449021384381e-16,0.06378372864572925,0.05498239213634613,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5983,83,0.1304484460167822,0.00012221647083594456,0.07464834700892463,0.055749610519156445,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5984,84,0.1304484460167822,0.001453466787384379,0.09097348683588329,0.0510812201816693,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5985,85,0.1304484460167822,0.008129809601887505,0.09053808797950023,0.049018417066000956,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5986,86,0.1304484460167822,0.0009036810677518624,0.08550867729272814,0.047994567028707844,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5987,87,0.1304484460167822,0.003232970128446159,0.09640447687184554,0.0451911626321428,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5988,88,0.1304484460167822,0.0012940641521512217,0.10784487116266597,0.042456500298008217,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5989,89,0.1304484460167822,0.0020370879755711494,0.10361556456994858,0.046933173372066414,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5990,90,0.1304484460167822,4.09297286671355e-05,0.10205785207011421,0.05162903497317649,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5991,91,0.1304484460167822,0.0004036737394457455,0.11033024135695675,0.04514798264690418,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5992,92,0.1304484460167822,0.00042158729847655317,0.09327826860869423,0.04886325647650316,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5993,93,0.1304484460167822,1.356957979045803e-05,0.06831485921638096,0.05533535155652324,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5994,94,0.1304484460167822,1.356957979045803e-05,0.07719028572565505,0.05145952753710166,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5995,95,0.1304484460167822,4.09297286671355e-05,0.07905887955312561,0.04882817909393835,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5996,96,0.1304484460167822,3.143036271245386e-06,0.05774294485008749,0.052261459949528494,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5997,97,0.1304484460167822,0.008129809601887505,0.08091117237069402,0.042580727958695,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5998,98,0.1304484460167822,0.011474198142403033,0.09675797731243076,0.03624287532057822,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
5999,99,0.1304484460167822,0.00031796836904549107,0.07846973926854926,0.04824261572833528,0.06876466356517148,3,4,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 4}",1578,1118
6000,0,0.06019953666880851,3.143036271245386e-06,0.010469960428926683,0.013865141077897606,0.005063146134285324,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6001,1,0.06019953666880851,6.232449021384381e-16,0.015380827928506738,0.017991174340810358,0.005063146134285324,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6002,2,0.06019953666880851,0.000332706018194225,0.015119845420458253,0.016558375753144304,0.005063146134285324,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6003,3,0.06628238335632806,5.2901385276787945e-05,0.01957561328949375,0.01841246583783871,0.06876466356517148,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6004,4,0.06731066018314891,7.256214972115208e-05,0.014817863584355757,0.019012744736794103,0.06876466356517148,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6005,5,0.06731066018314891,0.0004462945456119166,0.022981315782285884,0.02313292755493058,0.06876466356517148,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6006,6,0.06731066018314891,2.723947181737696e-06,0.029868884801286466,0.022800349187229337,0.06876466356517148,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6007,7,0.06731066018314891,1.113148687615448e-05,0.021017031884866113,0.023193521351888836,0.06876466356517148,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6008,8,0.06731066018314891,0.000332706018194225,0.02972675225198933,0.022565551037196395,0.06876466356517148,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6009,9,0.08415475742128092,0.00048318135702285925,0.029006485256850064,0.026554866022770147,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6010,10,0.08415475742128092,0.000332706018194225,0.03612968315945162,0.027038456500012315,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6011,11,0.08415475742128092,9.599463642517377e-05,0.035924678335294814,0.029212057015398897,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6012,12,0.08687012205069386,0.00048318135702285925,0.03966740690134942,0.02829568205118168,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6013,13,0.08687012205069386,0.00031796836904549107,0.04679995884619833,0.029138682429914447,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6014,14,0.08687012205069386,5.514778287443675e-06,0.0427771553648635,0.03388933299587901,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6015,15,0.08687012205069386,0.00048318135702285925,0.04660123097950063,0.03171242783313523,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6016,16,0.08687012205069386,0.00021625346711387603,0.038517398290884394,0.030536842352862893,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6017,17,0.08687012205069386,6.232449021384381e-16,0.025676289411333472,0.024218375853831835,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6018,18,0.08687012205069386,0.00020485392158005666,0.03518707983259552,0.02446835051826895,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6019,19,0.08687012205069386,0.003380451327983395,0.03918943617549857,0.02758448799124596,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6020,20,0.08687012205069386,1.356957979045803e-05,0.035220134413473166,0.02889563191378894,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6021,21,0.08687012205069386,0.0017472033477151472,0.04315298459677665,0.0295252588729169,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6022,22,0.08687012205069386,0.00048318135702285925,0.03463988331047134,0.029943689030594963,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6023,23,0.08687012205069386,0.0009036810677518624,0.04473798046790649,0.03132526244695199,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6024,24,0.08687012205069386,0.0020370879755711494,0.040082079364834856,0.02985046665355812,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6025,25,0.08687012205069386,0.0023883819234534506,0.03756933971569019,0.027834592580942938,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6026,26,0.08687012205069386,0.0009036810677518624,0.024787934820047323,0.023648649129163347,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6027,27,0.08687012205069386,0.0023883819234534506,0.028867920349780352,0.022385301056986627,9.063200804621742e-16,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6028,28,0.11914944604218713,0.0003724164741206029,0.030454822851824475,0.025013902483601507,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6029,29,0.11914944604218713,0.0009036810677518624,0.041475989988495644,0.03340291349505213,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6030,30,0.11914944604218713,0.0009036810677518624,0.03695904559705332,0.03304174467418192,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6031,31,0.11914944604218713,0.0009036810677518624,0.051099808889548806,0.04184884017659322,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6032,32,0.11914944604218713,0.0023883819234534506,0.05772818565725153,0.042943981687342404,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6033,33,0.11914944604218713,0.0017815006030053493,0.060364152215901454,0.043146827081561805,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6034,34,0.11914944604218713,0.00048318135702285925,0.06203164698647312,0.048669119833593184,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6035,35,0.11914944604218713,0.0017472033477151472,0.0832394398139777,0.042623891850077804,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6036,36,0.11914944604218713,0.002703936410100988,0.07479480584392846,0.04464470221200354,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6037,37,0.11914944604218713,0.001430278356734179,0.0971065481975064,0.03557051421310454,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6038,38,0.11914944604218713,0.008868197423195136,0.09653959953496626,0.03690352660021883,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6039,39,0.11914944604218713,0.013388841039777465,0.08838675016755912,0.040043900393149603,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6040,40,0.11914944604218713,0.0028785836564302956,0.08835607527897826,0.04500032184361898,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6041,41,0.11914944604218713,0.0009036810677518624,0.08795489324342892,0.045206000926950485,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6042,42,0.11914944604218713,0.013388841039777465,0.09693963164910736,0.04050106694849017,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6043,43,0.11914944604218713,0.0009036810677518624,0.08255601101782052,0.04840198368602042,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6044,44,0.11914944604218713,0.0009689839992642893,0.08999943746562486,0.04547247484717661,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6045,45,0.11914944604218713,0.013388841039777465,0.106133079239059,0.033582102344125564,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6046,46,0.11914944604218713,0.004265141578132525,0.08906357579882272,0.043501043544141964,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6047,47,0.11914944604218713,0.016781291760210985,0.10618809838358943,0.030192692110660408,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6048,48,0.11914944604218713,0.013388841039777465,0.0918749811125756,0.04214200240752361,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6049,49,0.11914944604218713,0.0009036810677518624,0.08726178845093822,0.04403643175740438,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6050,50,0.11914944604218713,0.008868197423195136,0.10007364744027068,0.03842380968713729,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6051,51,0.11914944604218713,0.016781291760210985,0.10120800774638829,0.03653025642798729,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6052,52,0.11914944604218713,0.013388841039777465,0.09240767230135903,0.0392843073824547,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6053,53,0.11914944604218713,0.00270034382302604,0.06353978764051821,0.04619361348543848,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6054,54,0.11914944604218713,0.0012940641521512217,0.0729733893724882,0.04579846810331488,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6055,55,0.11914944604218713,0.0009036810677518624,0.05388595313391659,0.046270814948310764,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6056,56,0.11914944604218713,0.013388841039777465,0.07596641998750003,0.0434872369364562,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6057,57,0.11914944604218713,0.00048318135702285925,0.08257457788192539,0.044085074509134056,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6058,58,0.11914944604218713,0.0009036810677518624,0.08010081649442523,0.04241283638169199,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6059,59,0.11914944604218713,1.356957979045803e-05,0.08824473947307526,0.040466801344440674,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6060,60,0.11914944604218713,0.0012940641521512217,0.07496531841935604,0.047077547796517225,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6061,61,0.11914944604218713,0.0065331875538131795,0.08411619400134172,0.04222348246256252,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6062,62,0.11914944604218713,0.001430278356734179,0.08139889450181555,0.0454729543488669,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6063,63,0.11914944604218713,0.008868197423195136,0.0887493299063264,0.04416541181741844,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6064,64,0.11914944604218713,0.013388841039777465,0.08742987465944194,0.045138399509448694,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
6065,65,0.11914944604218713,0.013388841039777465,0.1030093280336914,0.03361193742285479,0.12562537992157202,3,5,"{'population_size': 30, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 3, 'repetition': 5}",1617,1135
