,generation,best_fitness,min_fitness,average_fitness,std_fitness,test_fitness,experiment_id,repetition,config,count_better,count_worse
3838,38,0.1930891175861288,1.113148687615448e-05,0.060197090722886995,0.06262772843878035,0.04542354549283562,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3839,39,0.24389340781837832,6.232449021384381e-16,0.055680593326621834,0.06142410315869553,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3840,40,0.24389340781837832,6.232449021384381e-16,0.061235088029239576,0.061354995844659393,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3841,41,0.24389340781837832,0.0,0.06267637804928049,0.06451050974761653,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3842,42,0.24389340781837832,3.143036271245386e-06,0.06025656414254722,0.06778333356509235,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3843,43,0.24389340781837832,1.113148687615448e-05,0.06431134600139911,0.06636574862867985,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3844,44,0.24389340781837832,6.232449021384381e-16,0.06413468609835263,0.06687599569636651,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3845,45,0.24389340781837832,6.232449021384381e-16,0.06433711440101342,0.0656619326519834,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3846,46,0.24389340781837832,3.143036271245386e-06,0.062458136485926886,0.06654438275609958,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3847,47,0.24389340781837832,6.232449021384381e-16,0.06751993679405743,0.06675606338885745,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3848,48,0.24389340781837832,1.2040300767436537e-05,0.06943668732560196,0.06733107674349689,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3849,49,0.24389340781837832,5.514778287443675e-06,0.07185815522368379,0.07020121145478815,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3850,50,0.24389340781837832,6.232449021384381e-16,0.07330397290984263,0.07143148340607174,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3851,51,0.24389340781837832,2.723947181737696e-06,0.06518648604308454,0.07162074857784294,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3852,52,0.24389340781837832,2.723947181737696e-06,0.06432414229942839,0.07119063503866667,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3853,53,0.24389340781837832,2.723947181737696e-06,0.06718058061936395,0.07614463724376871,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3854,54,0.24389340781837832,3.2536703896502556e-05,0.06501164422888553,0.07396765309355843,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3855,55,0.24389340781837832,1.113148687615448e-05,0.06295673199641513,0.07047622645894408,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3856,56,0.24389340781837832,5.514778287443675e-06,0.06453155850057336,0.07190786028544485,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3857,57,0.24389340781837832,2.723947181737696e-06,0.07279198299875124,0.07610733372209466,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3858,58,0.24389340781837832,2.723947181737696e-06,0.07426649763587657,0.07946193611860491,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3859,59,0.24389340781837832,6.232449021384381e-16,0.07670266659986891,0.08209449913192536,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3860,60,0.24389340781837832,0.0,0.07691628662785646,0.08626032207894213,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3861,61,0.24389340781837832,2.723947181737696e-06,0.08113551115966419,0.08828643936191569,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3862,62,0.24389340781837832,6.232449021384381e-16,0.07857346020641241,0.08741354051356871,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3863,63,0.24389340781837832,6.232449021384381e-16,0.08204834884101539,0.08796545560953829,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3864,64,0.24389340781837832,2.723947181737696e-06,0.08553026964601629,0.09016116641044641,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3865,65,0.24389340781837832,1.2040300767436537e-05,0.08494525095351518,0.09047088298278401,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3866,66,0.24389340781837832,1.2040300767436537e-05,0.08028109792317072,0.08999692764171868,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3867,67,0.24389340781837832,2.380949872312688e-05,0.08078112161685085,0.08883145425231405,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3868,68,0.24389340781837832,6.232449021384381e-16,0.0822703254537562,0.09205199222047329,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3869,69,0.24389340781837832,1.356957979045803e-05,0.09287957525180252,0.09591836542934884,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3870,70,0.24389340781837832,1.113148687615448e-05,0.07432472272131439,0.09016469742463372,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3871,71,0.24389340781837832,6.232449021384381e-16,0.07572636317000002,0.09078095206070377,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3872,72,0.24389340781837832,6.232449021384381e-16,0.06968353626965125,0.08406528692473454,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3873,73,0.24389340781837832,2.380949872312688e-05,0.06184611369574109,0.07985811028300713,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3874,74,0.24389340781837832,4.09297286671355e-05,0.06800708216761657,0.07991266371666575,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3875,75,0.24389340781837832,6.232449021384381e-16,0.07419382960836075,0.08504318385051753,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3876,76,0.24389340781837832,2.723947181737696e-06,0.07205464773411895,0.08528896449172885,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3877,77,0.24389340781837832,0.0,0.07409758175966723,0.08822892496175642,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3878,78,0.24389340781837832,0.0,0.07286736000836828,0.0880601633854532,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3879,79,0.24389340781837832,6.232449021384381e-16,0.07779119104404472,0.09070459254028747,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3880,80,0.24389340781837832,6.232449021384381e-16,0.0668842782721534,0.08560592523860783,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3881,81,0.24389340781837832,5.514778287443675e-06,0.07251048743526797,0.08581523501219465,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3882,82,0.24389340781837832,6.232449021384381e-16,0.07032582158185784,0.08671526608894667,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3883,83,0.24389340781837832,2.723947181737696e-06,0.08414639475893924,0.09073144193927868,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3884,84,0.24389340781837832,6.232449021384381e-16,0.07844784846281433,0.08747716021727953,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3885,85,0.24389340781837832,6.232449021384381e-16,0.07356985165839537,0.08910570280798215,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3886,86,0.24389340781837832,3.143036271245386e-06,0.07560670457982076,0.09118941592075677,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3887,87,0.24389340781837832,0.0,0.09932041016024493,0.10047402973158827,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3888,88,0.24389340781837832,6.232449021384381e-16,0.10928904789119284,0.10449247566526385,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3889,89,0.24389340781837832,2.5383490428103392e-05,0.10168251712922194,0.10120592555333774,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3890,90,0.24389340781837832,6.232449021384381e-16,0.0858313001511939,0.09917422616497494,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3891,91,0.24389340781837832,1.113148687615448e-05,0.07885668886116554,0.09329880970230225,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3892,92,0.24389340781837832,6.232449021384381e-16,0.07687957962375157,0.09402927808207452,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3893,93,0.24389340781837832,6.232449021384381e-16,0.0787423137169667,0.09697845578189032,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3894,94,0.24389340781837832,6.232449021384381e-16,0.08281572531137377,0.09938333048404896,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3895,95,0.24389340781837832,6.232449021384381e-16,0.07698882483001787,0.09576641180162898,0.06876466356517148,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3896,96,0.26094115841571935,6.232449021384381e-16,0.09145599556408777,0.10057167245869018,0.04542354549283562,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3897,97,0.26094115841571935,6.232449021384381e-16,0.09565762849294439,0.10264191549661036,0.04542354549283562,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3898,98,0.26094115841571935,6.232449021384381e-16,0.0923886389687471,0.10140508009895743,0.04542354549283562,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3899,99,0.26094115841571935,3.2536703896502556e-05,0.0918876108452134,0.1011415322302839,0.04542354549283562,15,0,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 0}",9977,12523
3900,0,0.10240165761238675,0.0,0.01300628786388312,0.016987113437354782,0.2308851707288921,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3901,1,0.10240165761238675,6.232449021384381e-16,0.016090869254317762,0.017530208728847793,0.2308851707288921,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3902,2,0.10240165761238675,3.143036271245386e-06,0.01796440145771352,0.017120500016929798,0.2308851707288921,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3903,3,0.10240165761238675,1.113148687615448e-05,0.019212425718419555,0.019348421204190485,0.2308851707288921,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3904,4,0.10780582739574128,1.2040300767436537e-05,0.020271247268272567,0.01970848294932204,0.0851524282231633,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3905,5,0.1304484460167822,1.356957979045803e-05,0.021766073791978563,0.021521442221852084,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3906,6,0.1304484460167822,5.514778287443675e-06,0.02272796580669786,0.0207786444197494,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3907,7,0.1304484460167822,6.232449021384381e-16,0.025423841613152545,0.023322186612231986,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3908,8,0.1304484460167822,0.0,0.028169480549124482,0.024224503153314238,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3909,9,0.1304484460167822,5.514778287443675e-06,0.029152309845492858,0.024483333459698463,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3910,10,0.1304484460167822,2.723947181737696e-06,0.032319964539083784,0.025499484266282103,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3911,11,0.1304484460167822,0.0,0.030747275696567686,0.02722722444584937,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3912,12,0.1304484460167822,1.113148687615448e-05,0.033840274014445,0.02830425608306818,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3913,13,0.1304484460167822,5.514778287443675e-06,0.03653760675859033,0.02948135612697065,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3914,14,0.1304484460167822,1.356957979045803e-05,0.03985746492372596,0.029346685620573392,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3915,15,0.1304484460167822,1.356957979045803e-05,0.04435842954576784,0.032339131590540346,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3916,16,0.1304484460167822,6.232449021384381e-16,0.04001959661544653,0.03133417352712507,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3917,17,0.1304484460167822,5.514778287443675e-06,0.04242207683555776,0.030514768676883578,0.4642292870277509,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3918,18,0.14152234824124107,5.514778287443675e-06,0.04361884644859821,0.03027437350274912,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3919,19,0.14152234824124107,1.356957979045803e-05,0.0403598976468223,0.030370102829217125,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3920,20,0.14152234824124107,1.356957979045803e-05,0.039440670000152354,0.028616452785396335,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3921,21,0.14152234824124107,1.356957979045803e-05,0.04484778299152323,0.028697251577159234,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3922,22,0.14152234824124107,6.232449021384381e-16,0.04245085560374599,0.031259095678639034,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3923,23,0.14152234824124107,6.232449021384381e-16,0.04305120250016642,0.03102930756561303,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3924,24,0.14152234824124107,0.0,0.04344061841100583,0.03151848481076425,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3925,25,0.14152234824124107,1.356957979045803e-05,0.04721894435060109,0.02911862278664674,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3926,26,0.14152234824124107,1.356957979045803e-05,0.04872524079700645,0.030613584335713505,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3927,27,0.14152234824124107,0.000260456638998673,0.053411138417970065,0.03200511153977443,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3928,28,0.14152234824124107,2.5383490428103392e-05,0.05035243472061366,0.03361928615906624,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3929,29,0.14152234824124107,6.232449021384381e-16,0.04975959819791019,0.033227587815153684,0.023690186983642832,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3930,30,0.14164713571829352,0.0001300266442531566,0.05045011861594382,0.034270082821936616,0.059778654205204076,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3931,31,0.14164713571829352,1.356957979045803e-05,0.04976974771209271,0.033672096576839596,0.059778654205204076,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3932,32,0.14164713571829352,1.356957979045803e-05,0.04899225815793556,0.0320542140128066,0.059778654205204076,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3933,33,0.17607709590189274,6.232449021384381e-16,0.04920689775077421,0.03290847600080501,0.005063146134285324,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3934,34,0.17607709590189274,1.2040300767436537e-05,0.05399021934683597,0.037662565453414086,0.005063146134285324,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
3935,35,0.17607709590189274,1.356957979045803e-05,0.050849963941649985,0.03558690541543522,0.005063146134285324,15,1,"{'population_size': 250, 'num_generations': 100, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 15, 'repetition': 1}",12294,10166
